Review,Total
진짜 맛있습니다. 튀김옷이 대박이에요! 사진은 먹다가 중간에 찍어서 양이 좀 적어보일수 있어요,5
어제 후라이드치킨 시켜먹었는데 담백하고 양도 많고 너무 좋았어요!! 어떤 가게는 닭 염지를 너무 많이해서 짜거나 기름 찌든내가 나던데 ㅠㅠ 여기는 기름도 많지 않고 무엇보다 닭 잡내가 안나서 좋아요!! 그리고 가게 내부도 너무 이쁘고용😊😊 담에 또 시켜먹을게요~~ (정신없이 먹느라 사진은 못 찍었음당..ㅋㅋㅋ),5
콜라는 서비스인가요~? 맛있게 잘먹었어용,5
허니랑 레드 반반 있으면 좋겠다고 늘 생각해왔는데 드디어 생겼네요! 맛있게 잘먹었습니다,5
"졸마탱 치즈볼 교촌에서 왜안나오나!!! 한참기다렸는데 ,,, 졸맛탱 기다린보람이있네요",5
조카가 치킨을 너무 좋아하는데 맛있다고 하네요,5
따듯하게 잘 먹었습니다 :),5
잘 먹었습니다 맛있습니다,5
가족과 맛나게 먹었습니다,3
역시 교촌 배달도 빠르도 퇴근후 든든하게 먹은것 같아요~^^,5
양은 적지만 맛은있어요. 배달도 빠르고.,4
"빠른배달, 친절한 응대.교촌은 늘 율전1호점이죠. 탄산수랑 맛나게 잘 먹겠습니다^^",5
배송이 늦고 어디로 배송이 갔는지 조차 바로 확인이 안됨.,3
맛있게 잘먹었습니다. 꽉 채워진 양이었어요. 푸짐하고 맛도 굿^^,5
양념이 좀 약하네요,3
맛있게 잘 먹었어요,5
역시 저는 허콤보단 레콤 ㅋㅋㅋㅋㅋ 맛있어요! 잘먹었습니당,5
바삭바삭 맛있네요. 양도 많고 ㅎㅎ,5
저희는 늘 교촌하니콤보!!맛이야 더 말 할 것도 없이 굿이지만 배달 지점 거리가 좀 있어 그런지 살짝 식어서 아쉬워요..요기요로는 교촌 여러 지점 중 가능한.곳이 몇 곳 안되서 그런 것 같아 아쉽네요,5
50분예상한데 30분만에 왔어요~빠른 배달 감사해요~~,5
푸짐 달달 굿 ! 단골입니다.,5
첨 시켜본 간장볶음밥 안매울줄 알았더니 살짝 매콤해서 아이는 못먹었어요. 맛은 말해뭐해요 ㅠ 양은 항상 아쉽고 ㅋㅋㅋ 배달원님 넘 친절하고 감사했습니다! 요 근래 최고였어요♡,5
교촌은 love....,5
잘묵었어요.,5
맛있게 잘 먹었습니다,5
맛있어요~~~~~~자주 시켜먹을께요,5
맛있어요~!! 번창하세요,5
원래 다른지점에서 시키다가 여기서 차음 시켜뵜는데 호장 용기 사이즈 자체가 다른데보아 작네요? 원래 이렇게 작았나요? 아니면 최근에 바뀐건가요? 조금 어이가없네요,1
맛있어요~♡ 배달도 굿 맛도 굿!,5
맛있게 먹었엉요~~,5
잘먹었습니다. 배달도 빨랐습니다.,5
다리 날개 콤보 시켰는데 특유 부위가 많았습니당...,4
진짜 맛있어요 최고 !!,5
역시 믿고 먹는 교촌이죠! 치소에 딱인 소주 안주!,5
먹다가 리뷰쓰려고 중간에 사진찍었어요 교촌에선 허니오리지날만 먹는듯. 맛있어요,5
맛있게 잘 먹었습니다~~,5
맛있어요 근데 좀살이 딱딱해요 넘마니 튀겼나?,5
감사합니다 푸짐한 저녁이 되겠어요 ㅎ,5
맛있게 잘먹었어요,5
항상 맛있게 먹습니다.,5
레드콤보는 진리입니다,5
잘먹었습니다~~!!,5
음 역시 맛있어요 교촌 허니콤보는 진리입니다,5
부모님께 배달 했는데 맛있게 드셨대요^^,5
믿고먹는교촌 맛있습니다ㅎㅎ,5
진짜 개똥같네요. 몇주전인가 유투버가 교촌치킨 지점별 조각개수확인 컨텐츠 때문인가요? 윙 크기가 진짜 손가락 두마디 정도밖에 안돼고 치킨무 통에 다섯조각이 올라가네요. 한마리 다 먹어도 배 하나도 안부른데 이게 뭔지 참... 교촌 배부르신 것은 알겠는데 반성하셔야할듯요,1
"아이들이랑 다먹고 너무 맛있어서 평점 남깁니다. 와이프랑 아이들은 후라이드만 먹는데, (4가족이 한마리 다 못먹음) 늦은시간 배달 해주는데가 없어서 어쩔 수 없이 교촌 시켰습니다. 첫째아이가 너무 맛있다고 다음주엔 두마리 시키자고 하네요. 감사히 잘 먹었습니다 ^^",5
오랜만에 오리지널 주문했는데 치킨이 전날 먹다가 아침에 먹는 질감이었어요 촉촉한맛이없고 푸석푸석.. 매번 똑같을순 없지만 오늘은좀 별로네요,1
잘 받았읍니다.맛도 굿.,4
빠른 배달과 서비스에 만족합니다. 다음에도 부탁드립니다.,5
배달빠릅니다.. 맛도 있구요..,5
교촌 여러군데 시켜봤는데 여기꺼 엄청 맛있네요,5
맛있었어요>_< 레드가 특히 맛있음,4
맛있었어요요요요,5
역시이교천교촌교촌~!!,5
항상믿고 먹는맛 맛나요,5
항상 교촌에서 시킬때 허니오리지날만 시켜먹는데 넘 맛있어용,5
우리가 아는 바로 그 맛,5
오랜만에 맛있는 치킨 먹었습니다. 감사합니다^^,5
또또또 먹고싶어요 잘먹었습니다,5
맛있어요맛나요너무맛나요,5
교촌♡ 맛있어요,5
"너무 맛있고 배달도 빠르고 좋았는데, 닭갈비 볶음밥 간장맛이 매운맛으로 와서 물배만 잔뜩 채웠어여.. 그래두 맛있는 매운 맛이더라구여 다음에도 시킬테니 다음엔 간장맛으로 가져다 주세요! ㅎㅎ",4
너무 너무 맛있게 잘 먹었어요,5
배달예상시간보다 훨씬빠르게와서 기분좋게먹었습니다,5
시킬때마다 느끼는게 다른 프렌차이즈에 비해 튀김옷이 적어서 마음에 드네요. 다만 양은 조금 아쉽기도 ㅜ,5
닭진짜작아요 깜짝놀랐네요 배도안차요... 배달만빠릅니다^^,2
콤보가 있었으면 더 좋았을텐데 ㅠㅠ 하지만 맛있습니다,5
교촌 시킬땐 늘 율전1호점에서만 주문합니다. 맛이야 당연 좋구요. 4대보험 적용한 정직원 배달 직원분들이셔서 더욱 믿고 주문하는 곳이죠. 오늘도 감사히 잘 먹었습니다^^,5
배달도빠르고 음식도 맛있어요,5
50분예정이라했는데 삼십분도 안돼서 왔어요!! 갓튀긴듯이 뜨끈뜨끈하게요!! 너무맛있어요 교촌은 정말 율전점이 최고인거같아요! 바삭바삭하고 맛있었습니당 아쉬운게있다면 한 두 조각이 너무 튀겨져서 조금 딱딱한? 마른? 부분이 있었는데 그래도 맛있었어요~ 허니콤보 최고!!,5
양도 은근히 많고 맛있었어요,5
믿고먹는 교촌이에요😁😁,5
오랫만에 교촌치킨 맛있어요,5
양이 좀 적어요 양좀 늘리면 딱일듯,5
허니콤보 역시 맛있어요,5
오늘 좀 짜요 ㅠㅠㅠㅠㅠ,4
배달시긴 지켜주시고 맛있습니디,5
양도 좋고 맛있어요!! 맛있게 먹었어요!,5
맛있습ㄴ니다.....,5
교촌임. 뭔 말이 필요혀,5
배송도빠르고 맛도 좋았습니다~~,4
역시교촌입니다!!!,5
항상 맛있게 먹어요~,5
교촌치킨은 사랑입니다♡,5
술안주로 맛나게 찰먹엇어요,5
허니콤보보단 근본있는 반반콤보,5
교촌원래 자주 먹는데 이번엔 좀 딱딱했어요,4
쿠폰 할인받아서 잘 먹었습니다.,5
맛잇습니다 항상 만족해요,5
맛있게 잘먹었습니다.,5
다이어트 중이라 오랜만에 치킨 시켰어요. 허니오리지널 먹어보고 싶어서 시켰습니다. 교촌은 양이 적다고만 생각해서 그 동안 자주 안 시켰었는데 율전점 양이 많더라구요. 맛있게 잘 먹었습니다. 아쉬운 건 배달이 조금 늦었습니다. 예상 시간보다 10분 정도 늦게 배달이 왔습니다. 그런데 다른 분들이 작성하신 리뷰에 사장님께서 코로나 여파로 많이 배달이 늦는다고 댓글 다신 걸 보아서 화 나거나 불만이 갖지는 않았습니다. 코로나 여파로 많이 바쁘실텐데 건강 조심하시구요. 다이어트 중 한 달만에 먹은 치킨 잘 먹었습니다 ㅎㅎㅎㅎ,4
쿠폰할인 받아서 잘 먹었습니다.,5
맛있게 잘묵었습니다,5
레드 맛있어요 적당히 매콤하고,5
"교촌은 늘 율천점에서 시킵니다.배달 직원분 서비스도 넘 좋고, 빠르고.오늘도 맛있게 교촌치킨과 치맥한잔했네요. 감사합니다^^",5
주문하고 2시간만에 왔어요.... 새벽한시에 치킨먹음...ㅠㅠ,4
맛있게 먹었습니다!! 교촌은 밤 늦게 말고 이른 저녁 시간에 주문해서 먹는게 더 맛있어요!!,5
맛있어요!! 음료 콜라로 보내달라고 전화했는데 친절하셔서 좋았어요,5
맛있어여 ~~~!!!!,5
튀김이딱딱하고질겼어요 내가먹던 그 허니콤보맛이 아니었음..,1
👍👍👍👍👍👍👍👍👍👍,5
존맛...,5
맨 처음에는 순살이 뻑뻑살인줄 알고 꺼려했는데 막상 먹어보니까 닭다리살이라서 맛있네요 2명이서 햇반이랑 먹어도 양이 모자르지 않아서 또 시켜먹고 싶네요,5
배달도 예상시간보다 한 15분 늦게오고 기본으로 오는 콜라도 안오고 추가했던 소스도 안왔는데 그냥 죄송하다고만 하시고 따로 환불을 해주진 않으시네요 예상시간도 한시간 정도였는데 이보다 늦게되면 늦는다 말씀이라도 해주셨으면 좋았을 텐데 아쉽네요 그래도 맛있게 너무 잘먹었습니다! 다음번에는 별 만점 리뷰를 남길수있게 해주세요!,3
ㅠㅠ 넘 오래 걸렸어요 ㅠㅠ 흑흑 양도 좀 적게 느껴져서 아쉬움 ㅠㅠ,4
맛있었어요 보기에 약간 양이 줄어든거 같았는데 23조각이라 정량 맞는거 같기도 하고 그러네요,5
잠결에 먹느라 사진도 못찍었네요. 빙판길 안전하게 배달 해주셔서 감사합니다.,5
"교촌 중 으뜸은 허니시리즈였는데, 이번에 시킨 소이살살도 넘나 맛났어요!(물론 함께 시킨 허니 순살도 넘나 맛났습니다!) 그리고 사이드로 시킨 두가지 종류의 치즈볼도 다 맛있더라구요. 무엇보다 음료도 콜라로 바꿔주셔서 더 맛있게 잘 먹었습니다. 앞으로도 이 지점에서 시켜 먹을거예요! 번창하세요~",5
그냥 그래용...ㅋㅋ,4
10시50분에 주문했습니다. 12시20분까지 기다리다가 주문한지 90분 지나서 뭔가 문제가 생긴건가 전화했더니 배달 완료로 처리 되어 있다고 하시더니 지금 간다고 5분만 기다리라시더군요. 정말 5분만에 도착했습니다. 차갑게 식은 상태로요. 환불하겠다고 치킨 도로 가져가라고 말씀드리니 처분해달라시네요. 첫 주문이었는데 실망이 너무 크네요. 앞으로 다시 주문하지 않겠습니다.,1
잘먹었어용~~~!!,5
사진은 못찍었지만 ㅜ 진짜 너무 맛있게잘먹었어요 그리고 진짜 배달해주신분 너무 착하신게 눈에 보여서 감사했어요 가식적인게아니라 몸에베어있으신거같았어요 문닫을때 잡아주시는게 나무 감사했어요 이런일 처음 겪어요ㅜ 감사해요 다음에 또 시켜먹을게요~,5
"신속하고 빠른 배달,요청에 대한 정확한 대응. 교촌은 늘 율천점에서만 시킵니다. 굳!",5
항상 맛있는 그맛이예요~~,5
맛있어요~👍👍👍👍👍,5
맛있으나 좀 짜고 양도 좀 적고 모든 교촌이 그런부분이 좀 아쉬워요. 그래도 맛있게 종종 먹는답니다.,4
맛나요맛나요. 근데 식어서왔어요..ㅠㅠㅠ,5
굿굿굿굿굿굿굿굿굿굿굿,5
배달이 조금 늦게 왔지만 그래도 너무 너무 맛있었어요~,4
완전 맛있었어요!!,4
치킨무 안먹는다고 선택했는데 그것도 오고 콜라 마시고 싶은데 무슨 이상한 레몬향 스파클링 음료가 오네요 그건 선택항목에도 없던데 어떻게 없애는지도 못찾겠네요,1
맛있습니다.수고하세요.,5
양이 왜이렇게 작은지요ㅠㅠ너무작네요,4
맛나고 친절하고 예상시간보다는 쬐끔 늦었네요 ㅎ,5
맛있게 잘먹었습니다^^,5
배달 예상시간 꽉채워서 왔어요 볶음밥 맵고 맛있네요 다만 치킨박스에 봉인씰이 제대로 안붙여져 있네요 잘 붙이거나 이중으로 해주셨으면 좋겠어요,4
배달 빠르고 맛나요 배달 서비스 좋아요,5
"빠른 배달,친절한 응대.맛난 음식.치킨은 교촌이죠^^",5
주문한지 한시간 반이 넘아 연락하니 누락이 됐다네요. 덕분에 요기요에서 쿠폰 받았지만 너무 굶으며 기다렸네요.,4
오랜만에 먹는 허니오리지날! 늘 먹던 맛 그대로 굿!! 하지만 좀더 이른 시간에 시켜 먹을걸... 마감 시간 다되서 주문하면 퀄리티가 조금 떨어집니다ㅠㅠ,5
맛있는데 언제나 조금 적어요.. 여자 두명이면 딱 알맞을 것 같아요. 잘 먹었습니다!!,5
잘먹었습니다 ㅎㅎㅎㅎㅎ,5
존맛,5
"피크시간대 시켜서..좀 기다리긴 했지만. 맛도 있고, 바삭하고, 배달도 친절하셨어요.",5
너무 맛있게 먹었어요 역시 치킨은 교촌이죠 최고!,5
튀김옷이 얇은게 인상적이었습니다. 맛도 괜찮았구요 양이 이상한게... 닭이 한마리가 다 들어가있었으니까 적은건 아니었습니다. 분명 모든 부위도 다 있었으니까요. 근데 이 기분좋은 포만감이 애매한건 뭐지... 아무튼 그러합니다.,5
맛있었어요~~~~~,5
맛 있네요 많이 맵지도 않고,5
사장님 오늘도 너무맛있게잘먹었는데요 양이줄은게아니라 상자가커져서 그렇게느끼시는거라고하셨는데 조각수자체가줄은것같아요 오늘 세보니까 19조각인데 레드콤보 20조각이상아니엇나요?? 분명전에셀때 이십몇개였는데 오늘너무적은것같아서 보니까 저렇네요,5
배갈빠르고 좋습니다 추천해요,5
늦은 시간에도 배달해서 좋아요 잘 먹었습니다,5
전보다 살이 붙었는지 양이 더 많아진 것 같아요~ 맛있게 잘 먹었어요,5
와~ 양이 ㅜㅜ 넘작아요 너무~ 맛은 있는데 양이 ㅜㅜ,3
맛있어요 또 시켜먹을게요,5
굿굿굿!배달두빠르고좋네ᄋᆢㄷ,5
교촌치킨 율전 1호점 친절하고 치킨이 늘 바삭하고 맛있어요. 너무 좋아요!,5
예상시간보다 일찍와서 좋았어요. 맛은 뜨끈뜨끈 맛남.앞으론 여기서 시킬것임!,5
좋아요ㅠㅠㅠㅠㅠㅠㅠ,5
맛나요~살찌는건 추후고민^^,5
"맛있어요.다음에도 또,",5
며칠사이 또 시켜먹네요! 잘먹었습니다~!!~!~!,5
맛있게 잘 먹었습니다,5
설연휴 잘보내세요~~,5
배달 한시간넘게 걸렸구요.. 맛은 있지만 양은 다른지점보다 적었습니다,3
항상 믿고 먹는 교촌치킨,5
"아이 먹이려고 볶음밥 순한맛으로 시켰는데, 매워요. 제가 먹어도 매운기가 올라오던데, 아이 저녁 겸으로 시킨건데 하나도 못먹어 조금 속상합니다. 정말 순한맛으로 조리 안될까요? 참고로 볶음밥 맛있었어요,",5
진짜 치킨 너무 잘 튀겨주셔요❤ 잘먹었습니다!!,5
좋았어요.늘 맛나요,5
배달예정시간보다 빨리와서 맛있게 잘먹었습니다. 근데 순살에 조그마한 뼈가나와서 조금 당황했습니다. 다음엔 이런일이 없었으면 좋겠습니다ㅠㅠ 그치만 맛은 언제나 맛있게 먹고있습니다!!,5
토요일 밤에 맛있는 치킨 먹었어서 기분이 좋아요 !!,5
교촌은 맛있다. ㅎㅎㅎ,4
애들이 맛있게 잘먹네요...교촌 많이 시켜먹는데 역시 진리입니다.,5
배달도빠르고 잘먹을께요,5
대빅대박 맛나요. 대박 좋아요!!,5
너무 맛있게 잘먹었어요,5
진짜 여기 항상 요청사항도 잘 들어주시고 너무 맛있어요 감탄하며 먹어요 ㅠ,5
치킨은 교촌이 좋아요,5
"너무 맛있지만, 양이 조금 적어요 ㅠㅠ 그래도 둘이 먹기에 딱 좋습니다~~^^",5
맛있게 잘 먹었어요~,5
배달빠르고 봏아요 추천합니다,5
믿고 먹는 교촌치킨 예상시간도 정확하구 맛있게 잘 해주시네여,4
포장 에 스티커 세개 붙여주신거 너무 좋아요. 다른 날에는 항상 괜히 찜찜했는데 오늘은 맘편히 먹네요. (_ _),5
