Review,Total
..... 잘먹었습니다,5
진짜 화가 나네요 집에서 음식을 안해먹고 배달 음식 먹고사는 1인 입니다 리뷰 남기면서 별네개 아래로는 준적 없습니다 좋은게 좋은거라고 생각하기 때문 입니다 근데 해도 너무 하신듯 카레라이스는 차라리 3분 카레가 더 나을듯 하고 해물 된장찌개는 무슨 멀국도 아니고....다섯번 정도 떠먹고 다 버렸네요 이런적 처음 입니다 다른 음식들은 모르겠으나 진짜 배달음식중 최악 입니다 제가 입맛도 까다로운 편이 아닌데도ㅠㅠ,1
맛있어요 ㅎ 잘먹었습니다.ㅎ,5
삼치구이에서 이렇게 비린맛이 날 수 있구나 느꼈네요 찌개류는 맛있었어요,2
우와~~ 하트 밥ㅋㅋ 넘 정성이ㅋㅋ 가게이름답네용! 푸짐한양잘먹었습니다,5
맛있게 잘 먹었습니다💕 된장찌개가 특히 맛나요🤩,5
어플에는 고기만두 없어서 요청사항에 썼는데 그냥 만두왔어요ㅠㅠㅠㅠㅠ그래도 맛있으니 괜춘합니다,5
맛집ㅎㅎ맛있어요ㅎㅎ,5
ㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇ,5
맛있게 잘먹었습니다!!ㅎㅎㅎ,5
서비스 왕창주십니다 감사합니다 정말 찌개맛집 김치전 너무너무맛있었어요 다음에 또먹고싶어요 또주문해요,5
ㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇ매워용,5
맛있어ㅛ어요 배달도해주고요,4
맛이 괜찮네요 ㅎㅎ,4
오늘은 진짜 실망이네요ㅋ...배달도 50분 안에 온다더니 한시간 넘게 걸리고 음식받아보니 식어있고 금요일 밤이니까 이건 이해한다치는데 왜 마늘은 다 물러있고 깻잎에선 걸레냄새가는지 이해못하겠네요 여기 음식맛 좋아서 여러번 주문했는데 오늘 최악으로 실망스럽네요 진짜 채소 다 버렸습니다; 재료관리 안하십니까? 이 깻잎 드셔보셨으면 좋겠네요 진짜로 아 걸레냄새진짜,2
맛있음 다른곳은 삼계탕 두개시켜야 오는데 여긴 배달비도 싸고 한개시켜도 옴 짱짱,5
맛있어요~~ 오징어볶음은 매워요ㅎ,5
사장님이 매우 바쁜신가봐요ㅠ 음식이 성이가 없어서요,3
배달은 한시간 넘게 걸렸어요 밑반찬은 아예 안넣어주셨네요 배달이 오래걸리니 국은 다 식고 .. 그래도 생선은 살이 두툼하니 맛있었어요,4
👍👍👍👍👍,5
깔끔하게 잘먹었어요 ^^ 번창하세요,5
맛있게 잘먹었어용~^^,5
굿굿굿굿굿굿굿굿구숙숫,5
맛있어요 ㅎ ㅎ,5
김치찌개하고 감치볶음밥 시켰는데 계란도 하트로 나와서 신기하고 맛도 진짜 좋았습니다 밥시킬때 여기다 또 시키려고요,4
"아쉽네요 제육덮밥이 찌개처럼 국물이 흥건하고,카레도 국인줄 ㅡㅡ 불고기덮밥맛도 그닥이네요 배달시간은 왜케 오래걸리는건지 한시간십분 만에 왔어요.. 그럼 맛이라도 기똥찼어야했는데...실망스럽네요",3
맛잇어요 대박나세요,5
맛잇게 잘 먹엇습니다.,4
제육이 내가 생각한 제육이 아니예요. 싱겁고 맛이 없어요 거기에 밥양이 너무 많아서 그냥 밥위에 제육 올려서 먹는거같아요.,2
음식이 와야 리뷰를 쓰죠ㅡㅡ 배달완료? 아무것도 안왔어요ㅡㅡ,1
배달이 많이 늦는편이긴하지만 음식은 깔끔하고 맛있어요ㅎ 배달시간만 좀 빠르다고하면 밥하기 귀찮을때마다 주문할꺼같아요ㅎㅎ,5
양 이 좀 적은거 같고 단호박치즈돈까스에 치즈라고는 찾아 볼수도없고 고기도 없는거 같네요..,2
진짜깔큼해서너무좋았습니다~ 맛있게잘먹었습니다~,5
그럭저럭 잘먹었습니다,5
배달도 빠르고 맛잇고좋아요 ㅎㅎ,5
맛잇게 잘먹었어요~~~~~~,4
주말에 빈둥 거리다 배고파서 시켯어용 제육 볶음에 쌈장찍어서 쌈싸서 먹었는데 밥 두릇 먹었어요 ㅋㅋ 또 생각날 것 같아요 진짜 맛있게 먹었어요~~~!!!,5
으 배달도 빨라지고 맛도 여전하네요 ㅎ ㅎ 잘먹었습니다,5
배달올때 국물이 다 세서 왔네요....;;,3
삼치구이를 시켰는데 된장이쏟아진건지 삼치조림이온건지 모르겠네요.. 그래도 배고픈상태라 잘먹었습니다.. 포장에 신경좀 많이 쓰셔야할듯..,3
잘먹었습니다 김치찌개 스팸 너무 조금들어있어서 집에 있는 핸넣어서 다시 끓여먹었습니다,5
배달은 생각보다 빨리왓네요 고등어구이가 생선이 수분이 너무 빠져서 좀 말랏는데 먹다보니 안쪽은 그래도 괜찮네요 메인메뉴보단 반찬이 더 맛잇엇어요,4
양이 점점 작아지고 배달은 너뮤 늦고..,3
베이컨볶음밥시켰는데 김치볶음밥이왔네요,5
Delicious,5
이번에도 실패네..,1
순두부찌개가 정말 맛있숩니다,5
배달은 느리지만 맛잇어서 시켜먹어요 맛은 변치 않기를 양도 많아서 좋아요,5
Delicious,5
Delicious,5
Delicious,5
다 좋은데 계란찜양이 점점 줄어드는것같아요 ... 간도 안되어 있구요 오천원인데 좀 푸짐하게 주셨으면 좋겠어요~^^,5
배달도착도 안했는데 배달 완료라 떠버리네,1
배달이 1시간 20분 정도 걸렸어요... ㅡㅡ 음식도 거의식고.. 짜고...,1
배고팟는데배달도빠르고양도많고앞으로이집은 일주일에8번은시켜먹을거같아요ㅎㅎ,5
Delicious,5
맛있게 잘 먹었습니다. 자주는 아니지만 가끔시켜먹어요. 배달이 좀 늦는편이지만 많이 바쁘셔서 그런거겠죠.,5
Delicious,5
Delicious,5
Delicious,5
Delicious,5
Nice food,5
사장님 스팸김치볶음밥 이자나요? 스팸이 정말 손톱만한게 여섯개?일곱개?정도 들어있는것같아요,5
맛도 좋고 양도 좋은데 배달이 너무 오래걸림;;,4
배달이...배달이...1시간30분^^;;6시10분쯤 시킨밥이 7시45경 도착!! 하하하하,3
Fast and nice,5
리얼 말그래도 정선찬이네요 ㅋㅋㅋ 이대로만 장사해주세요 !!,5
맛있어야ㅠㅠㅠㅠㅠㅠ💛,4
맛있어요 우동이 면 국물 튀김 따로왔는데 진자맛있게먹었구요 ㅎ 그래서 튀김은 끝까지바삭함,5
맛이 어떤가 그런거보다 진짜 ㅡㅡ7시20분에 시켰는데 8시40분이 넘음 ㄷㄷ 이거 배달때문에 시키는건데 배달늦는다고 리뷰보고도 얼마나 늦겠어 했는데 진짜 해도 너무하네요 문제는 쓰는지금도 아직안옴ㅡㅡ 이젠 못시켜먹겠네요 9시넘길듯하네요 ㅡㅡ,1
정성이 듬뿍~~정말 맛도 좋고..행복한 음식이예요. 아이들이 좋아해요~~,5
가끔씩 시켜 먹어요,4
여기맛있음 인정ㅋㅋ,5
배달만 어떻게 해봐욤,5
파닭 맛있었어요~ 다른 곳에서 먹었을 때는 다음 날 출근하고 나서도 계속 파 냄새가 입에서 떠나질 않아서 너무 힘들었었는데 여기서 먹고 나서는 그 정도는 아니어서 정말 너무 다행이었습니다. 다음 날 출근이라 안먹으려고 했는데 향이 너무 좋아서 유혹에 이기지 못하고... 결국 먹게 됐어요.. 하나만 먹으려고 했는데 결국 끝까지 먹었습니다....... 너무 맛있었어요 엉엉 ㅠ_ㅜ 양념에 들어있던 떡이랑 후라이드에 들어가있던 감자볼 덕분에 입도 안심심하고 좋았네요! 맛있는 음식 감사합니다~ 파닭은 앞으로 여기서만 먹을거에요!!,5
맛잇어요~~~~~~~~,4
너무 맛있었어요 감사합니다,5
잘먹었습니다 사장님.,5
맛잇음 ~~~~~~,4
"파닭이 나온지가 언젠데 전 처음 먹어봤네요~~ㅎ 앞으로 전 후라이드만 먹는걸로,,ㅎㅎ 순살 맛있었습니다^^사이드루 시킨 김말이가 킄 더 맛있어요~~담엔 떡볶이 먹어볼까봐용^^ㅎㅎ",4
치킨의 진리는 후라이드지 튀김좋고 파도 신선하고 서비스로 주신 떡뽂이도 최고 떡뽁이도 왠만한 프랜차이즈보다 맛있음,5
배달도 빠르고 맛있어용,5
전에 튀김바뀌고 별로여서 안먹다가 오랜만에 시켰는데 맛이 돌아왔네요! 다시 시켜먹을거같아요.,5
튀김부터가 맛이없음 순살이라 쳐도 고기양 *적음 감자튀김빼면 초딩 혼자서 독식 가능 이걸16000원에 팔다니ㅋㅋㅋㅋ**일단 속고 갑니다,1
배달도 제시간에 정확히 따뜻하게 와서 맛있게 먹었어요ㅎㅎ,5
맛있어요 배달항상빨라요,5
2ㅏㄹ 먹었습니다. 부드럽고 맛있네요.,5
배달 빠르고 양도 딱 좋고 바삭바삭한게 좋았습니다 2주년 기념 떡볶이 말랑말랑하고 맛있었어요~,4
"2주년기념 서비스 떡볶이도 맛있고 치킨 맛, 양도 괜찮네요. 맛은 딱 모두가 아는 익숙한 파닭맛이랄까요. 리뷰이벤트하시면 퀄리티괜찮아서 좋은리뷰들 많이달리고 장사잘될거같아요",5
진짜 맛나용 최고최고👍,5
맛나난ㅇㅇ용 감사요,4
잘먹었어요 맛있어요 ㅎ,5
잘 먹었습니다 가게 번창하세요,5
처음 주문했는데 완전 맛있게 먹었습니다~ 또 주문할게요^^,5
오랜만에 먹은 파닭이라 맛있게 먹었습니다,4
진짜 맛있어요!!!,5
파닭 맛집 발견!!!앞으로 파닭은 여기서!!,5
완전 개꿀맛이네요 무도 일반 치킨집 무랑 다르고 샐러드도 주네요 가성비 ㄱ갑입니다 진짜 잘먹을게용 :),5
배달빠르고 닭이 퍽퍽살이아니라서 맛잇어요,5
파도 많고 양념치킨 맛나네요,5
양도 많고 배달이 빨랐어요 근데 양념에 파는 좀 안 어울렸던것 같아요,4
살이 퍽살이 아니라 부드러운살이라 좋았구요 파가 많다는 리뷰가 많던데 그리 많은 편이 아니라 추가할 걸 생각했어요 저는 부족했어요 맛은 그냥 치킨맛이고 핫칠리랑 후라이드 시켰는데 핫칠리 하나도 안 맵더라구요 양념도 좀 연한 느낌?그래도 맛은 있었어요 후라이드에 파닭소스를 주시는데 그거 하나로는 좀 많이 부족해요 후라이드에 같이 튀겨온 감자 맛있고 건빵도 주신 것 같은데 꽈배기 맛 나서 좋았어요 개인적으로 느끼기에 부족했던 것들이 있었는데 그래도 배달 빠르고 살이 맛있습니다 가성비도 나름 좋아요,4
파닭은 전에도 먹어봐서 맛있었는데 감자튀김이 너무 튀겨져서 와갖구ㅠㅠㅎ 그래두 맛있게 잘 먹었습니다^^,5
단골입니다 진짜 맛나요,5
맛있어요 나중에 또 시켜먹을게옹,4
"사이다를1,25시켰는데 500짜리가왔구 치킨무 주지말라고 주문사항에 남겼는데 넣어서 보냈네요 저번엔맛있게먹어서 또시켜먹은건데 실망했네요",1
배달도빠르고 맛있었어요 또시켜먹을께요,5
굿 마이떠요 또 먹을생각,5
맛있어요 또 시ㅕ먹을게요,5
파닭은 여기가 진리에요ㅎ 갑인듯 굿굿,5
꿀맛~~여기치킨만 멘날 다먹어요~~,4
파도 많고 양도많고 맛도있어요~^^잘먹었어요,5
맛있음 맜있음 맛있음,5
튀김 바꼈나요? 치킨이 예전과다르게 딱딱해서 턱아팠어요,4
맛은 있지만 양이 적었어요 타가게보다 양이적더라구요 하지만 튀긴건빵은 군대를 생각하기에 충분했습니다,3
여기 파닭이 진짜 파닭인듯,5
마시쏘요~ 맥주랑 같이 ㅎㅎ,5
멋잇습니당ㅇㅇ맛잇어요,5
음 먹을만하네요. 다만 케찹 맛이 조금 강해요.,3
리뷰보고 시켰는데 파양이 어마어마하네요 ㅋㅋㅋㅋㅋ 추가안햇는데도 파먹다지쳐욬ㅋㅋㅋㅋㅋ근데 학간장은 너무맵기만하고 맛이잘안느껴져요 ㅠㅠㅠ 그래도 양과 맛 아주 만족해요 ㅋㅋㅋㅋㅋ자주시켜먹을꺼예요,5
진짜 오랜만에 시켜 먹었는데 파닭은 여기가 젤 맛있어요 양배추 샐러드도 넘 맛있구ㅋㅋㅋ이번엔 건빵도 왔더라구요 잘 먹었어요~~,5
양도 많은편이고 맛있어요,5
👍👍👍👍👍👍,5
양은 괜찮은데 눅눅했어요~~~,2
간장도 먹어보고 양념도 먹어봤는게 간장이 더맛있어용 ㅋㅋㅋ 물론 양념도 맛있구용.. 배달 짱빠룹니다,5
맛도 양도 짱 새벽에 시킨건데요 짜증한번안내시고 배달해주셔서 감사드려요^^♡♡♡ 맛있어서 너무 좋아요^^♡♡♡♡,5
잘먹었습니다~!!!,4
앞으로는 치킨 요기서만 먹을 듯ㅎㅎ 저희 가족이 치킨을 별로 안 좋아해서 매번 한 마리를 시켜도 남았는데 못말리는 파닭은 다 먹고 더 먹고 싶다고도 말 할 정도예요 😍,5
다좋습니다 튀김도 개안코,5
후라이드순살 느낌이 강했어요. 양이 좀 적고(그래서 좀 싼건가요?) 치즈맛이 거의 안나는것 빼고는 치킨이 깔끔하게 잘 튀겨져서 맛있게 잘 먹었습니다. 다음에도 시킬 의사 있을만큼 퀄리티 괜찮아요.,5
다 식어서 오고 뭐가 맛잇는건지 모르겟네요,2
요기 파닭 넘맛나요! 항상시켜먹는 곳이에요,5
이시간대에 가게여는 치킨집중 최고,5
미쳤어요 너무 맛있아요 앙념순살파닭인데 파 모자라는 치킨집이 많아서 하나 더 시켰는데 안시켜도 될거같아요 양 대박ㅠㅠㅠㅠ양념도 엄청맛있아요 눈물ㅠㅠㅠ배달도 빨리오고 너무 친절하세요 다음에 또시킬게요!!,5
그냥짱입니다요!!,5
"솔직히 기대 안하고 새벽에 열려있는게 여기밖에 없어서 그냥 시킨거였는데 너무 너무 맛있었어요ㅠㅠ 순살도 퍽퍽살아니고 부드러운 살이었고 그냥 완벽합니다,, 양념도 맛있었고 개인적으로는 간장이 진짜 최고였어요❤️ 다른 동네 친구집에서 시켜먹은거라 또 못시켜먹는게 너무 아쉬워요ㅠㅠ 파 위에 뿌리는 소스도 맛있었어요!!! 안에 떡도 들어있어욤 꼭 한번 시켜보세용 ㅠ_ㅠ 배달 오시기 전에 문 두드리지 말아달라고 전화드렸을 때도 완전 친절히 받아주시고 같이 주신 시나몬건빵?같은 과자도 너무 잘먹었어요❗️❗️ 가성비도 체고,,",5
배달빠르고 맛있어요!! 정착할 치킨집이 생겨서 좋습니다 😍😍😍,5
언제나 맛있어요 ㅎㅎㅎ,5
"두번째 주문인데요..첫주문에 맛있어서, 이번엔 안먹어본 다른맛으로 주문을 했는데... 바비큐맛이 맵기만하고+라면스프맛이 나네요 ㅠ 양배추샐러드의 양배추도 상태가 안좋아서 맛이 이상해요 ㅠ 그외엔 잘먹었습니다...",2
존막탱 콜라 500ml 나이스 최고최고,5
강정맛두 맛있어용♡♡,5
맛있어요~ 많이파세요~^,5
배달도빠르고 요청사항 잘들어주셔서 항상 파닭은 여기서먹어요,5
"사진을 못찍었어요ㅠ 떡도 보들보들 맛있고 닭도 좋고 진짜 맛있었어요^^ 같이온 건빵튀김, 양배추샐러드, 치킨무까지 다 맛있네요ㅎㅎ",5
맛잇게먹엇어요 굳굳,4
맛있었어요~!!!!!,4
배달이 이래도 되나 싶을 정도로 빨리 왔네요. 콜라도 500미리 페트이고 양배추 샐러드까지 ㅋㅋ 별거 아닌데 완전 좋음ㅋㅋ 파채도 많고~ 맛있게 잘먹었어요!,5
오랫만에 시켰는데 여전히 굿굿 맥주에 파닭 신나게 먹었습니다.,5
강정맛도 맛있네여ㅎㅎ 잘먹었습니당,5
치킨은 늘 여기서 +국물떡볶이도 !!,5
부모님 드리려고 시켰어요. 전에 맛있게 먹었던 쫄닭이 생각나서 시키는겸 아버지가 좋아하시는 양념! 어머니가 좋아하시는 옛날통닭이거나 크런키한 후라이드! 를 생각해서 시켰었는데 아쉽지만 옛날통닭이 품절이라 하셔서 일반 후라이드로 변경~ 그래도 나쁘지 않다고 해주셨어요~ 어제 시키고 지금쓰는 늦은 리뷰지만 맛있게 잘 먹었습니다~,5
맛나게 먹었습니다 ㅎ,5
맛양배달 모든게 완벽한거같아요 맨날 여기서 먹습니다,5
배달도 빠르고 맛도 엄청 좋았어요~ 감사합니다!,5
"지난번에는 간장파닭, 이번에는 양념파닭을 주문했는데 둘다 너무 푸짐하고 맛있었어요! 파닭 먹고싶을땐 무조건 여기 시키기로 했어요",5
오랜만에 매콤하게 잘 먹었네요,5
핫간장두 맛있네영!!,5
3번째 시키러갑니다 근데 파가 너무써요,5
오랜만에 파닭먹는데 맛있고 빨리오네요,5
잘먹었습니다 또 주문할게요,5
배달도 빠르고 저렴하고 맛있어요,5
항상 잘 먹습니당ㅎ,5
아주구우우우우우우우웃,5
맛있게 잘 먹었습니다,5
맛있어요!!파도 많아요,5
파추가해서 파에 묻힌 닭으로 먹어봤습니다. 역시 닭은 파닭이네요. 잘 먹었습니다. 사장님 대박나세용,5
파 양도 많고 맛도 맛있었습니다! 다음에도 여기에 시킬거에요,5
살면서 치킨 한 마리 시켰는데 500ml 콜라 주는 가게 처음 봤어요 완전 사랑합니다!!!!!!!! 콜라때문에라도 시켜 먹겠습니다,5
파가 너무 생파에요 퓨ㅠㅠ 매움,3
맛있게.먹었어요~ 파는 부족하지 않았구요~! 전화로 메뉴 문의 했는데 정말 친절히 설명해주셨어요 ㅎㅎ 넘 정신없이 먹어서 사진은 없어요ㅠㅠ,5
파닭사랑해요~~♥♥,5
굿굿 역시 믿고 먹습니다,5
굿입니다용ㅇㅇㅇ아주도음,4
맛 생각이 안난다요,4
오늘도 시켜먹을까 고민이네요..,5
간장 파닭을 자주 시켜먹습니다. 치킨은 바삭하고 소스도 맛있고 여기서 시켜먹은후로는 늘 여기서만 먹습니다. 맛있어요!!,5
생각보다 파도 많고 너무 맛있어요,4
쬰맛탱 배달분도 웃으면서 배달해줘서 더 기분좋게 먹음,5
맛있게 잘 먹었습니다 ~ 다음엔 다른 맛들도 먹어보고 가장 좋아하는 맛을 찾아봐야겠어요~,5
배달이느리긴했어도맛있게잘먹었습니다 파양이적어진거같네요,3
다좋은데 주문량 폭주라니요ㅠㅠ 맛있습니다 추천!!,5
겨자소스추가해야하는지.한개는너무적어요,5
너무친절하시고 맛도 좋습니다,5
맛은 있었는데 양이 너무작았어요,4
맛있어용 못말리는파닭은역시 최규최고,5
맛있어요!!!!!!,5
기대 안하고 시켰는데 진짜 맛있게 먹었습니다,5
파닭 넘 맛남 곱배기 매뉴 있으면 좋겟어요,5
역시맛있어요 다음에또시킬게요,5
맛있고 생각보다 배달빨리와요! 양도 많구 또 시켜먹고 싶네여 ㅎ,5
맛있게 잘 먹었습니다. 여러분 치킨은 여기에여,5
맛있게잘먹었습니다~!,5
항상 맛나게 먹고있어요,5
고민하다시켰는대 맛있어요,5
굿~~~~~~~~^,5
맛있었습니다.또주문하겟습니다,5
"와..먹어본 파닭중에 젤 맛있었어요ㅋㅋ정말 미친듯이 먹었네요ㅎㅎㅎ배달해주시는분도 너무 친절하시고, 일욜에 시켰는데 배송도 빠르고..다음에 또 시켜먹을게요♡",5
항상 맛나게 먹고 있어요 ^^,4
처음먹어봤는데 맛있어요 아이랑 같이먹어도 자극적이지않고 괜찮네요,5
맛있어요 배달도 빠르고 20분 안되서 오셨어요 파 추가 있어서 별로 기본에는 별로 안들어있는줄 알았는데 엄청 많네요,5
저는 리뷰잘안쓰는데...말이필요없어용!!! 너무맛있어요~파닭하고 떡볶이하고 같이 먹어도 맛있네욤ㅎㅎ,5
거의 처음으로 리뷰 쓴 사람인데 리뷰 많이 늘어서 흐뭇하네여 ㅋㅋ 많이 파세요,5
역시 언제나 먹어도 맛있네요-♡,5
맛있게잘먹었습니다 파좀많았으면좋겠어요,5
파도 낭낭하고 맛있네여,4
요청사항 솔직히 잘안들어주시는 가게들도 많은데... 요청 들어주셔서 너무감사드렸어요...♥ ㅜㅜ 진짜 파닭사랑해여♥,5
또시켜먹을꺼임 나만시켜먹을꺼야,5
오랜만에 파닭 맛있엇어요,3
맛있어서 또 시켜먹어요~ 배달이 너무 친절하시네요~ 어플가격이 잘못되어 있었는데 차액에 대해 기분좋게 설명해주시고 그냥가셨어요~ 아기들이 맛있게 잘 먹네요^^,5
맛있게잘먹었습니다 배달이좀빠르면좋겠어요,5
gooooood!!!,5
양도 많고 맛있음 친구랑 두명이서 12분만에 다먹어서 사진이없음...,5
15000원짜리 후라이드파닭시키니 주문 취소시키시더니 설마하고 17000원 짜리 크림머스타드로 시키니까 주시네요 그마저도 16000원짜리 간장치킨으로 잘못오고... 15000원짜리 배달안해주실거면 정보에 적어주세요 담부터 그건 안시키게 천원은 다음에 뭘 서비스를더주신다는거 계좌로 받긴했지만 참 복잡한 저녁시간이었습니다 수고하세요,1
양도 많고 파도 많이 넣어주셔서 맛있게 먹었어요ㅎㅎ,5
처음시켜봤는데 맛있게맵고 양배추도 좋았어요!,5
파닭 잘먹었어요 다음엔 파닭 소스 2개 더 시켜야겠어요ㅠ,5
사이드 주문한것이 품절이라고 친절히 전화도 주시고 엄청나게 빨리 가져다 주시고 잘 먹었습니당,4
자주 시켜먹어여 맛있어여,5
파닭은 항상 여기서만 시켜요!!!,5
방금 받아서 먹는 중인데 맛과 양 모두 대만족입니다^^ 야채도 아삭아삭 대박이네요~~맛있게 매운 맛이라 너무 좋아요~,5
배달어플써도 한번도 리뷰쓴적없는데 와 여기양념치킨맛있네요!! 다른곳보다 배달도 빠르고 배달비도없고 ㅋㅋㅋㅋㅋ 사장님 자주 애용할게요~,5
정말 맛있었고 야식중에 제일로 맛있게 먹은거 같네요 ^^~,5
치킨 넘 맛있어요>.< 간장 소스도 넘 짜지 않고 달짝치근하고 파도 싱싱해요~~양배추 샐러드도 갖다 줘서 너무 좋네요!!!,5
매운맛으로 주문햇는데 그냥맛으로왓네요,4
늘 시키는 집이라ㅋㅋㅋ 리뷰계속 남겨요ㅋ 여러분 여기 맛나요,5
먹다가 찍었네요 ㅋ 오늘도 맛있게잘먹었습니다 ~ 파 요청했는데 많이주셔서 ㄱㅅ ~ ^^,5
담에 매콩 한맛으로먹어봐야겟어요~~,5
핫간장치킨이 너무너무 생각나서 또시켰는데 이번엔 핫간장하나 양념하나 시켜봣어요 바쁘셨을텐데 사장님께서 너무친절하셨고 배달도 빨리왔어요 맛은 두말할꺼없구요ㅎㅎ 감사합니다 번창하세요😊😊,5
맛있네욥~~!!!!,5
간만에 파닭이 먹고싶어서 근 1년만에 파닭 시킨건데 파도 넉넉하고 전화해서 하나는 후라이드로 바꿧더니 차액도 넣어주시고 ㅠㅠ 맛있어보여서 둘이 먹엇는데 다먹은 사진밖에 없네요... 너무 맛있어요!! 저희가 찾던 그 파닭!! 치킨이 남을줄알고 담날 먹을려고 소스 따로 접시에 덜어서 찍어먹었는데 다먹어버렸어요...ㅋㅋㅋㅋ 카드수수료며 뭐며 다 떼갈텐데 차액을 이렇게 돌려주셔서 너무 감사해요 다음번엔 전화주문으로 먹을께요!!,5
양이 늘었나봐여. 배달 굳~~~,5
맛있게 잘먹었습니다😁 그리고 챙겨주신 쿠폰들 잘쓸게요! 감사합니다💕,5
진짜진짜 맛있어요 👍👍👍👍굿! 배달도 빠르고 배달 하시는분도 친절해요👍,5
몇일전에 먹고 또 생각나서 아예 두마리로 시켰어요ㅜㅜ 최고최고!!!,5
자주 먹던곳인데 메뉴 하나를 바꿔달라고 했더니 차액까지 넣어서 보내주시는 센스! 감사합니다. 잘먹겠습니당,5
굿굿 여기는 항상 맛잇습니다 추천합니다!!,5
파채도 많이주시고 핫간장 첨먹어보는데 단맵단맵 한맛이에요ㅎㅎㅎ,5
예정시간보다 빨리 도착했어요! 진짜 맛잇어요ㅜㅜ 감동ㅠㅠ 파도 많고 소스도 넉넉했어요,5
양념이 특이하고 맛있네요,4
축구경기 있는 날이라 2시간 ㅠ걸렸지만 괜찮습니다. 파닭인데 파를 안보내주셔도 괜찮습니다. 떡볶이 먹으려고 주문했으니까요. 잘 먹었습니다.,4
아 파닭소스 따로 또 주시는거 좋아요!!,4
맛있어서 이주연속 여기꺼 시켰어요! 파를 좋아해서 파추가까지 했는데 처음시켰을때랑 파의 양이 비슷한느낌이였어요 그게 조금 아쉬웠지만 치킨양도많고 맛있습니다,4
타 프랜차이즈 2만원가격선 정도되는 양이네요 맛도맛이지만 기본세트구성이 정말 좋고 만족스러워요 남는게없으실듯!,5
정신없이 먹느라 사진은 못찍었어요. 한마린 둘이먹기에 약간 부족한것 같아서 이번엔 두마리 시켰어요. 파도 파소스도 맘에듭니다. 다 좋았는데 파소스가 하나밖에 없어서 반씩 나눴더니 생파먹는 느낌으로 좀 아렸습니다. 파 잘드시면 상관없으실것 같지만요. 두마리엔 소스도 두개주셨으면 좋겠어요. ㅠㅜ,5
맛있어요 양념도 괜찮앗어요,5
파 양념소스가 하나만와서 부족했어요 양이 보통인거같아서 아쉽네요,3
넘맛나요♥ 파닭은 여기고정입니더!! 많이파세요!!,5
양은좀적었지만맛은있었습니다,4
간장파닭 두마리세트 국물떡볶이 콜라 1.25리터 시켰는데 콜라 빼놓고 배달 왔네요 ㅡㅡ 전화도 안받으시고 .. 주문내역 보시고 전화주세요,1
고기 파 양념 양 잘 어우러져서 잘먹었습니다ㅎ 맛있네요,5
오늘 첫 주문인데 핫간장+파 조합이 예술이네요 ~ 많이 파시고 또 주문할께요 ~~,4
맛있어요 ^^ 파닭 먹고싶을때면 여기가 생각나네요 ㅎㅎ 많이파세요^^,5
ㅎㅎ 맛있어요~~^^,5
파 추가안해도 될정도로 많이 주셔서 감사합니다.,5
핫칠리두마리 시키고 한마리후라이드로 변경했는데 거스름돈까지 챙겨주시고 진짜 양심적이세요 게다가 치킨은 말할것도 없이 맛잇어요 양도대박 먹으면서 바로 리뷰 써요 넘 맛나 ㅠㅠㅠㅠ 핫칠리 새콤달콤 너무 맛나요 다이어트중이라 삼십분 고민하고 시켰는데 만족스러워요 다이어트는 낼부터 !!! 단골될거같아요 파진짜 듬뿍해요 !!! 추석명잘 잘보내시길바래요 bbb,5
맛좋습니다 하지만 양이 ㅠㅠ. 양좀만 많으면 좋게씁니다!,4
양도 많고 맛있어요,5
매운맛 괜찮네요 전 매웠지만 매운거 좋은 사람은 추천,4
완전맛있어요~~~~~,5
맜있내요 그냥 정직한 맛 파 추가안해도 될만큼 푸짐한 파,5
처음인데 좋아하는 치킨에 감자튀김까지 ㅎ 만족해요,4
양념파닭 맛있어요~^^,5
늦었지만 맛있었습니다,5
저는 조금더 바삭 한 타입을 좋아하는데 여기는 촉촉 해요. 촉촉 한 치킨 좋아하시면 추천 합니다. ^^,4
늘안전운전하시구 번창하세요😂😂😂😂😂,5
맛있어요~~ 양도 많구요 개인적으로 후라이드는 진짜 맛있어욥,5
맛잇어요 담에또 먹을게용,4
빠른 배달 그리고 비왔는데 고생하셨습니다,5
떡볶이가 아주 맛있습니다.,5
맛도 괜찮고 사이드로 시킨 떡볶이도 좋았지만 치킨 안에도 떡볶이 떡은 좀 별루더라고요.. 좀 식으니 딱딱한 느낌도 있구요.. 그것빼곤 다 좋았어요!,5
맛좋고 배달도빠르고..아쉬웃건 양념이너무없어요.. 양념덜묻은치킨 밑바닥양념찍어먹을라했더니..양념이없어요ㅠㅠ,4
배달도빠르고 맛있어요,4
맛과 배달은좋지만 적은양이흠,4
맛있어요 ㅎㅎ 양도 많구요,5
양 엄청많고 맛있어요!,5
사진을 못찍어서 죄송요 배가 너무고퍼서 낼름 묵었어요 다음엔 꼭 찍을께요 하나 아주 쬐금아쉬운것은 파채가 약간 부족한거요 아님추가에 파채사리를 넣어주세요 많이 파셔요,5
맛있게 먹었어요 양도 많네요,3
이번에도 맛있게 잘 먹었습니다,5
맛있게 잘 먹었습니다.,5
정말맛있어요 놀부흥부 다와도 안댑니다,5
배달빠르고두끼충분히먹어요,5
맛있네요 잘먹었고 또시킬게요,5
